new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
312,training,training_ADE_train_00010817_t0_crop0,training_ADE_train_00010817,training_ADE_train_00010817_t0,2,145,171,290,342,dense green grass with scattered shadows,calm reflective water surface with mountain reflection,312.png,312.png,312.png,1.0,0.0,0.0
313,training,training_ADE_train_00010817_t2_crop0,training_ADE_train_00010817,training_ADE_train_00010817_t2,2,137,64,274,128,dark green coniferous forest with dense foliage,snow-capped mountain peaks with sharp ridges,313.png,313.png,313.png,1.0,0.0,0.0
314,training,training_ADE_train_00010822_t2_crop0,training_ADE_train_00010822,training_ADE_train_00010822_t2,2,256,151,512,302,snow-dusted hillside with sparse vegetation,smooth dark water surface with gentle ripples,314.png,314.png,314.png,1.0,0.0,0.0
315,training,training_ADE_train_00010823_t1_crop0,training_ADE_train_00010823,training_ADE_train_00010823_t1,2,196,132,392,264,calm reflective water surface with mountain reflection,dark wet mossy rocks with vertical striations,315.png,315.png,315.png,1.0,0.0,0.0
316,training,training_ADE_train_00010827_t0_crop0,training_ADE_train_00010827,training_ADE_train_00010827_t0,2,256,64,512,128,dense green grass with scattered shadows,calm clear water with visible submerged rocks,316.png,316.png,316.png,1.0,0.0,0.0
317,training,training_ADE_train_00010827_t2_crop0,training_ADE_train_00010827,training_ADE_train_00010827_t2,2,240,97,480,194,dense green forest with varied tree canopy,rough weathered mountain rock with jagged peaks,317.png,317.png,317.png,1.0,0.0,0.0
318,training,training_ADE_train_00010836_t0_crop0,training_ADE_train_00010836,training_ADE_train_00010836_t0,2,209,64,418,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,318.png,318.png,318.png,1.0,0.0,0.0
319,training,training_ADE_train_00010839_t0_crop0,training_ADE_train_00010839,training_ADE_train_00010839_t0,2,164,134,328,268,dense green grass with scattered shadows,smooth dark water with gentle ripples,319.png,319.png,319.png,1.0,0.0,0.0
320,training,training_ADE_train_00010839_t0_crop1,training_ADE_train_00010839,training_ADE_train_00010839_t0,2,74,131,148,262,dense green grass with scattered shadows,smooth dark water with gentle ripples,320.png,320.png,320.png,1.0,0.0,0.0
321,training,training_ADE_train_00010840_t0_crop0,training_ADE_train_00010840,training_ADE_train_00010840_t0,2,64,176,128,352,smooth deep blue water with gentle ripples,steep rocky cliff face with layered strata,321.png,321.png,321.png,1.0,0.0,0.0
322,training,training_ADE_train_00010840_t0_crop1,training_ADE_train_00010840,training_ADE_train_00010840_t0,2,116,175,232,350,smooth deep blue water with gentle ripples,steep rocky cliff face with layered strata,322.png,322.png,322.png,1.0,0.0,0.0
323,training,training_ADE_train_00010841_t0_crop0,training_ADE_train_00010841,training_ADE_train_00010841_t0,2,150,152,300,304,dense green grass with scattered shadows,calm reflective water surface with mountain reflection,323.png,323.png,323.png,1.0,0.0,0.0
324,training,training_ADE_train_00010841_t1_crop0,training_ADE_train_00010841,training_ADE_train_00010841_t1,2,256,76,512,152,calm reflective water surface with mountain reflection,dry yellowish grass with sparse vegetation,324.png,324.png,324.png,1.0,0.0,0.0
325,training,training_ADE_train_00011021_t0_crop0,training_ADE_train_00011021,training_ADE_train_00011021_t0,2,114,64,228,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,325.png,325.png,325.png,1.0,0.0,0.0
326,training,training_ADE_train_00011021_t0_crop1,training_ADE_train_00011021,training_ADE_train_00011021_t0,2,147,172,294,344,dense green grass with scattered shadows,smooth wet sandy ground with ripples,326.png,326.png,326.png,1.0,0.0,0.0
327,training,training_ADE_train_00011021_t1_crop0,training_ADE_train_00011021,training_ADE_train_00011021_t1,2,110,113,220,226,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,327.png,327.png,327.png,1.0,0.0,0.0
328,training,training_ADE_train_00011021_t1_crop1,training_ADE_train_00011021,training_ADE_train_00011021_t1,2,256,184,512,368,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,328.png,328.png,328.png,1.0,0.0,0.0
329,training,training_ADE_train_00011021_t2_crop0,training_ADE_train_00011021,training_ADE_train_00011021_t2,2,164,132,328,264,rough weathered stone with visible cracks,blue water with gentle ripples,329.png,329.png,329.png,1.0,0.0,0.0
330,training,training_ADE_train_00011024_t0_crop0,training_ADE_train_00011024,training_ADE_train_00011024_t0,2,110,64,220,128,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,330.png,330.png,330.png,1.0,0.0,0.0
331,training,training_ADE_train_00011024_t0_crop1,training_ADE_train_00011024,training_ADE_train_00011024_t0,1,505,252,505,252,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,331.png,331.png,331.png,0.9532296086751533,0.00015715857300015716,0.04661323275184661
332,training,training_ADE_train_00011040_t0_crop0,training_ADE_train_00011040,training_ADE_train_00011040_t0,2,197,104,394,208,dense green grass with scattered shadows,fine sandy substrate with granular particles,332.png,332.png,332.png,1.0,0.0,0.0
333,training,training_ADE_train_00011707_t0_crop0,training_ADE_train_00011707,training_ADE_train_00011707_t0,2,64,96,128,192,dense brown reed grass with wet stalks,calm reflective water surface,333.png,333.png,333.png,1.0,0.0,0.0
334,training,training_ADE_train_00011707_t0_crop1,training_ADE_train_00011707,training_ADE_train_00011707_t0,2,256,194,512,388,dense brown reed grass with wet stalks,calm reflective water surface,334.png,334.png,334.png,1.0,0.0,0.0
335,training,training_ADE_train_00011707_t1_crop0,training_ADE_train_00011707,training_ADE_train_00011707_t1,2,84,192,168,384,wet muddy ground with sparse vegetation,dense brown reed grass with wet stalks,335.png,335.png,335.png,1.0,0.0,0.0
336,training,training_ADE_train_00011755_t0_crop0,training_ADE_train_00011755,training_ADE_train_00011755_t0,2,231,178,462,356,weathered gray stone with mossy patches,dense green grass with scattered shadows,336.png,336.png,336.png,1.0,0.0,0.0
337,training,training_ADE_train_00011756_t0_crop0,training_ADE_train_00011756,training_ADE_train_00011756_t0,2,256,125,512,250,smooth weathered stone with moss patches,dense green grass with scattered shadows,337.png,337.png,337.png,1.0,0.0,0.0
338,training,training_ADE_train_00011757_t0_crop0,training_ADE_train_00011757,training_ADE_train_00011757_t0,2,175,126,350,252,rough mossy stone with green patches,dry grassy ground with scattered blades,338.png,338.png,338.png,1.0,0.0,0.0
339,training,training_ADE_train_00011758_t0_crop0,training_ADE_train_00011758,training_ADE_train_00011758_t0,2,136,112,272,224,rough weathered stone with visible cracks,dense green grass with scattered shadows,339.png,339.png,339.png,1.0,0.0,0.0
340,training,training_ADE_train_00011761_t2_crop0,training_ADE_train_00011761,training_ADE_train_00011761_t2,1,384,208,384,208,dense green grass with scattered shadows,dry cracked earth with sparse vegetation,340.png,340.png,340.png,0.9979091546474359,0.0019030448717948718,0.00018780048076923078
341,training,training_ADE_train_00011761_t2_crop1,training_ADE_train_00011761,training_ADE_train_00011761_t2,2,171,200,342,400,dense green grass with scattered shadows,dry cracked earth with sparse vegetation,341.png,341.png,341.png,1.0,0.0,0.0
342,training,training_ADE_train_00011765_t0_crop0,training_ADE_train_00011765,training_ADE_train_00011765_t0,1,285,246,285,246,dense green grapevines with leafy canopy,rough layered rock face with eroded strata,342.png,342.png,342.png,0.9599771787191557,0.0015261731564684068,0.03849664812437598
343,training,training_ADE_train_00011765_t0_crop1,training_ADE_train_00011765,training_ADE_train_00011765_t0,2,212,104,424,208,dense green grapevines with leafy canopy,rough layered rock face with eroded strata,343.png,343.png,343.png,1.0,0.0,0.0
344,training,training_ADE_train_00011835_t1_crop0,training_ADE_train_00011835,training_ADE_train_00011835_t1,2,228,139,456,278,rough gray stone wall with mortar joints,light beige gravel path with scattered stones,344.png,344.png,344.png,1.0,0.0,0.0
345,training,training_ADE_train_00011835_t1_crop1,training_ADE_train_00011835,training_ADE_train_00011835_t1,1,240,227,240,227,rough gray stone wall with mortar joints,light beige gravel path with scattered stones,345.png,345.png,345.png,0.9772209985315712,7.342143906020558e-05,0.022705580029368577
346,training,training_ADE_train_00011842_t0_crop0,training_ADE_train_00011842,training_ADE_train_00011842_t0,1,683,367,683,367,pale limestone blocks with dark mortar joints,dense green grass with scattered shadows,346.png,346.png,346.png,0.9882271274749562,0.00019149369068183723,0.011581378834361947
347,training,training_ADE_train_00011842_t0_crop1,training_ADE_train_00011842,training_ADE_train_00011842_t0,2,81,256,162,512,pale limestone blocks with dark mortar joints,dense green grass with scattered shadows,347.png,347.png,347.png,1.0,0.0,0.0
348,training,training_ADE_train_00011846_t0_crop0,training_ADE_train_00011846,training_ADE_train_00011846_t0,2,141,246,282,492,dense green grass with scattered shadows,smooth wet green water with rippled surface,348.png,348.png,348.png,1.0,0.0,0.0
349,training,training_ADE_train_00011846_t0_crop1,training_ADE_train_00011846,training_ADE_train_00011846_t0,2,107,64,214,128,dense green grass with scattered shadows,smooth wet green water with rippled surface,349.png,349.png,349.png,1.0,0.0,0.0
350,training,training_ADE_train_00011846_t2_crop0,training_ADE_train_00011846,training_ADE_train_00011846_t2,2,256,80,512,160,rough weathered stone with visible cracks,smooth wet green water with rippled surface,350.png,350.png,350.png,1.0,0.0,0.0
351,training,training_ADE_train_00011846_t2_crop1,training_ADE_train_00011846,training_ADE_train_00011846_t2,1,439,270,439,270,rough weathered stone with visible cracks,smooth wet green water with rippled surface,351.png,351.png,351.png,0.986619421243567,0.001240192356365477,0.012140386400067494
352,training,training_ADE_train_00011846_t2_crop2,training_ADE_train_00011846,training_ADE_train_00011846_t2,2,192,132,384,264,rough weathered stone with visible cracks,smooth wet green water with rippled surface,352.png,352.png,352.png,1.0,0.0,0.0
353,training,training_ADE_train_00011853_t0_crop0,training_ADE_train_00011853,training_ADE_train_00011853_t0,2,206,64,412,128,rough gray stone wall with moss patches,smooth dark water surface with ripples,353.png,353.png,353.png,1.0,0.0,0.0
354,training,training_ADE_train_00011853_t0_crop1,training_ADE_train_00011853,training_ADE_train_00011853_t0,1,355,253,355,253,rough gray stone wall with moss patches,smooth dark water surface with ripples,354.png,354.png,354.png,0.998007014418527,0.0,0.0019929855814730278
355,training,training_ADE_train_00011853_t1_crop0,training_ADE_train_00011853,training_ADE_train_00011853_t1,2,176,64,352,128,rough gray stone wall with moss patches,dense green foliage with varied leaf shapes,355.png,355.png,355.png,1.0,0.0,0.0
356,training,training_ADE_train_00011853_t1_crop1,training_ADE_train_00011853,training_ADE_train_00011853_t1,1,241,304,241,304,rough gray stone wall with moss patches,dense green foliage with varied leaf shapes,356.png,356.png,356.png,0.9593934265123389,0.00010919414719371041,0.04049737934046735
357,training,training_ADE_train_00011853_t1_crop2,training_ADE_train_00011853,training_ADE_train_00011853_t1,2,104,132,208,264,rough gray stone wall with moss patches,dense green foliage with varied leaf shapes,357.png,357.png,357.png,1.0,0.0,0.0
358,training,training_ADE_train_00011896_t0_crop0,training_ADE_train_00011896,training_ADE_train_00011896_t0,2,256,120,512,240,rough gray rock face with jagged ridges,dry brownish grass with scattered heather,358.png,358.png,358.png,1.0,0.0,0.0
359,training,training_ADE_train_00011896_t0_crop1,training_ADE_train_00011896,training_ADE_train_00011896_t0,2,246,140,492,280,rough gray rock face with jagged ridges,dry brownish grass with scattered heather,359.png,359.png,359.png,1.0,0.0,0.0
360,training,training_ADE_train_00011944_t2_crop0,training_ADE_train_00011944,training_ADE_train_00011944_t2,2,135,64,270,128,grayish brown mountain slope with sparse vegetation,light brown sandy riverbed with water ripples,360.png,360.png,360.png,1.0,0.0,0.0
361,training,training_ADE_train_00011962_t0_crop0,training_ADE_train_00011962,training_ADE_train_00011962_t0,2,143,64,286,128,rough weathered stone with visible cracks,dense green grass with scattered shadows,361.png,361.png,361.png,1.0,0.0,0.0
362,training,training_ADE_train_00011962_t0_crop1,training_ADE_train_00011962,training_ADE_train_00011962_t0,2,228,104,456,208,rough weathered stone with visible cracks,dense green grass with scattered shadows,362.png,362.png,362.png,1.0,0.0,0.0
363,training,training_ADE_train_00011964_t0_crop0,training_ADE_train_00011964,training_ADE_train_00011964_t0,2,256,150,512,300,rough dark rock face with steep incline,smooth blue water surface with gentle ripples,363.png,363.png,363.png,1.0,0.0,0.0
364,training,training_ADE_train_00011976_t0_crop0,training_ADE_train_00011976,training_ADE_train_00011976_t0,1,249,200,249,200,dense dark green forest with tall conifers,rough gray granite with vertical striations,364.png,364.png,364.png,0.9690763052208835,0.0006827309236947791,0.030240963855421688
365,training,training_ADE_train_00011983_t0_crop0,training_ADE_train_00011983,training_ADE_train_00011983_t0,2,256,137,512,274,rough gray rock face with vertical striations,dense dark green coniferous foliage,365.png,365.png,365.png,1.0,0.0,0.0
366,training,training_ADE_train_00011983_t2_crop0,training_ADE_train_00011983,training_ADE_train_00011983_t2,2,211,138,422,276,dense dark green coniferous foliage,bright green coniferous foliage,366.png,366.png,366.png,1.0,0.0,0.0
367,training,training_ADE_train_00011988_t0_crop0,training_ADE_train_00011988,training_ADE_train_00011988_t0,2,165,192,330,384,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,367.png,367.png,367.png,1.0,0.0,0.0
368,training,training_ADE_train_00011990_t0_crop0,training_ADE_train_00011990,training_ADE_train_00011990_t0,2,178,227,356,454,dense green forest canopy with layered foliage,snow-capped mountain peaks with sharp ridges,368.png,368.png,368.png,1.0,0.0,0.0
